Name,Product Type,Quantity Sold,Date Sold,Product Price (SGD)
Green Emerald Lettuce,Leafy Green,35,7/12/2021,4.0
Mizuna,Leafy Green,21,8/12/2021,3.8
Ruby Red Lettuce,Leafy Green,17,8/12/2021,4.0
Basil,Herb,13,8/12/2021,2.5
Chye Sim,Leafy Green,69,9/12/2021,3.5
Mizuna,Leafy Green,24,10/12/2021,3.8
Ruby Red Lettuce,Leafy Green,30,10/12/2021,4.0
Chye Sim,Leafy Green,61,11/12/2021,3.5
Mint,Herb,8,11/12/2021,2.5
Green Emerald Lettuce,Leafy Green,37,12/12/2021,4.0
Basil,Herb,9,12/12/2021,2.5
Mint,Herb,7,14/12/2021,2.5
Mizuna,Leafy Green,27,14/12/2021,3.8
Chye Sim,Leafy Green,50,14/12/2021,3.5
Green Emerald Lettuce,Leafy Green,40,15/12/2021,4.0
Basil,Herb,9,15/12/2021,2.5
Ruby Red Lettuce,Leafy Green,35,15/12/2021,4.0
Ruby Red Lettuce,Leafy Green,36,16/12/2021,4.0
Chye Sim,Leafy Green,39,16/12/2021,3.5
Green Emerald Lettuce,Leafy Green,42,17/12/2021,4.0
Mizuna,Leafy Green,18,17/12/2021,3.8
Mint,Herb,7,17/12/2021,2.5
Green Emerald Lettuce,Leafy Green,46,18/12/2021,4.0
Chye Sim,Leafy Green,53,18/12/2021,3.5
Basil,Herb,5,19/12/2021,2.5
Ruby Red Lettuce,Leafy Green,15,19/12/2021,4.0
Mizuna,Leafy Green,11,19/12/2021,3.8
Green Emerald Lettuce,Leafy Green,31,20/12/2021,4.0
Mint,Herb,7,21/12/2021,2.5
Mizuna,Leafy Green,29,21/12/2021,3.8
Ruby Red Lettuce,Leafy Green,30,21/12/2021,4.0
Chye Sim,Leafy Green,37,21/12/2021,3.5
Chye Sim,Leafy Green,65,22/12/2021,3.5
Mizuna,Leafy Green,22,22/12/2021,3.8
Basil,Herb,15,22/12/2021,2.5
Green Emerald Lettuce,Leafy Green,53,23/12/2021,4.0
Ruby Red Lettuce,Leafy Green,32,23/12/2021,4.0
Chye Sim,Leafy Green,36,24/12/2021,3.5
Ruby Red Lettuce,Leafy Green,19,24/12/2021,4.0
Green Emerald Lettuce,Leafy Green,21,25/12/2021,4.0
Mizuna,Leafy Green,11,25/12/2021,3.8
Mint,Herb,3,25/12/2021,2.5
Mizuna,Leafy Green,20,26/12/2021,3.8
Chye Sim,Leafy Green,47,27/12/2021,3.5
Basil,Herb,6,27/12/2021,2.5
Green Emerald Lettuce,Leafy Green,44,27/12/2021,4.0
Ruby Red Lettuce,Leafy Green,29,27/12/2021,4.0
Mizuna,Leafy Green,26,28/12/2021,3.8
Chye Sim,Leafy Green,37,29/12/2021,3.5
Green Emerald Lettuce,Leafy Green,36,29/12/2021,4.0
Ruby Red Lettuce,Leafy Green,31,29/12/2021,4.0
Basil,Herb,6,30/12/2021,2.5
Ruby Red Lettuce,Leafy Green,37,30/12/2021,4.0
Mint,Herb,3,30/12/2021,2.5
Mizuna,Leafy Green,22,31/12/2021,3.8
Chye Sim,Leafy Green,56,31/12/2021,3.5
Green Emerald Lettuce,Leafy Green,28,31/12/2021,4.0
Ruby Red Lettuce,Leafy Green,23,1/1/2022,4.0
Mizuna,Leafy Green,16,1/1/2022,3.8
Green Emerald Lettuce,Leafy Green,32,2/1/2022,4.0
Mint,Herb,8,2/1/2022,2.5
Basil,Herb,8,3/1/2022,2.5
Chye Sim,Leafy Green,57,3/1/2022,3.5
Chye Sim,Leafy Green,64,4/1/2022,3.5
Mizuna,Leafy Green,17,5/1/2022,3.8
Green Emerald Lettuce,Leafy Green,34,6/1/2022,4.0
Ruby Red Lettuce,Leafy Green,29,6/1/2022,4.0
Basil,Herb,12,6/1/2022,2.5
Mizuna,Leafy Green,23,7/1/2022,3.8
Ruby Red Lettuce,Leafy Green,34,7/1/2022,4.0
Mint,Herb,7,8/1/2022,2.5
Chye Sim,Leafy Green,38,8/1/2022,3.5
Green Emerald Lettuce,Leafy Green,33,8/1/2022,4.0
Mint,Herb,7,9/1/2022,2.5
Chye Sim,Leafy Green,46,11/1/2022,3.5
Ruby Red Lettuce,Leafy Green,29,11/1/2022,4.0
Green Emerald Lettuce,Leafy Green,26,12/1/2022,4.0
Mizuna,Leafy Green,19,12/1/2022,3.8
Basil,Herb,9,12/1/2022,2.5
Ruby Red Lettuce,Leafy Green,26,13/1/2022,4.0
Mizuna,Leafy Green,17,13/1/2022,3.8
Green Emerald Lettuce,Leafy Green,36,13/1/2022,4.0
Basil,Herb,12,15/1/2022,2.5
Chye Sim,Leafy Green,58,15/1/2022,3.5
Mint,Herb,7,16/1/2022,2.5
Green Emerald Lettuce,Leafy Green,30,16/1/2022,4.0
Ruby Red Lettuce,Leafy Green,27,16/1/2022,4.0
Mizuna,Leafy Green,15,17/1/2022,3.8
Chye Sim,Leafy Green,79,17/1/2022,3.5
Basil,Herb,13,17/1/2022,2.5
Mint,Herb,7,18/1/2022,2.5
Chye Sim,Leafy Green,57,18/1/2022,3.5
Mizuna,Leafy Green,20,19/1/2022,3.8
Green Emerald Lettuce,Leafy Green,38,19/1/2022,4.0
Ruby Red Lettuce,Leafy Green,19,19/1/2022,4.0
Green Emerald Lettuce,Leafy Green,38,20/1/2022,4.0
Ruby Red Lettuce,Leafy Green,33,21/1/2022,4.0
Chye Sim,Leafy Green,49,21/1/2022,3.5
Mizuna,Leafy Green,27,21/1/2022,3.8
Basil,Herb,14,21/1/2022,2.5
Ruby Red Lettuce,Leafy Green,25,22/1/2022,4.0
Mizuna,Leafy Green,15,22/1/2022,3.8
Chye Sim,Leafy Green,51,22/1/2022,3.5
Mint,Herb,10,23/1/2022,2.5
Green Emerald Lettuce,Leafy Green,31,23/1/2022,4.0
Green Emerald Lettuce,Leafy Green,40,24/1/2022,4.0
Mizuna,Leafy Green,18,25/1/2022,3.8
Chye Sim,Leafy Green,68,25/1/2022,3.5
Ruby Red Lettuce,Leafy Green,24,25/1/2022,4.0
Green Emerald Lettuce,Leafy Green,32,26/1/2022,4.0
Mizuna,Leafy Green,25,26/1/2022,3.8
Ruby Red Lettuce,Leafy Green,42,27/1/2022,4.0
Chye Sim,Leafy Green,52,27/1/2022,3.5
Mint,Herb,7,28/1/2022,2.5
Chye Sim,Leafy Green,51,28/1/2022,3.5
Mizuna,Leafy Green,21,28/1/2022,3.8
Ruby Red Lettuce,Leafy Green,27,28/1/2022,4.0
Basil,Herb,10,28/1/2022,2.5
Green Emerald Lettuce,Leafy Green,35,29/1/2022,4.0
Basil,Herb,11,30/1/2022,2.5
Chye Sim,Leafy Green,50,30/1/2022,3.5
Green Emerald Lettuce,Leafy Green,37,30/1/2022,4.0
Mizuna,Leafy Green,19,30/1/2022,3.8
Mint,Herb,8,30/1/2022,2.5
Ruby Red Lettuce,Leafy Green,24,31/1/2022,4.0
Chye Sim,Leafy Green,59,1/2/2022,3.5
Ruby Red Lettuce,Leafy Green,21,1/2/2022,4.0
Mizuna,Leafy Green,17,3/2/2022,3.8
Mint,Herb,9,3/2/2022,2.5
Green Emerald Lettuce,Leafy Green,32,3/2/2022,4.0
Basil,Herb,11,4/2/2022,2.5
Chye Sim,Leafy Green,46,4/2/2022,3.5
Ruby Red Lettuce,Leafy Green,21,4/2/2022,4.0
Mizuna,Leafy Green,19,5/2/2022,3.8
Green Emerald Lettuce,Leafy Green,44,6/2/2022,4.0
Green Emerald Lettuce,Leafy Green,31,7/2/2022,4.0
Basil,Herb,10,7/2/2022,2.5
Mint,Herb,10,8/2/2022,2.5
Mizuna,Leafy Green,25,8/2/2022,3.8
Ruby Red Lettuce,Leafy Green,28,9/2/2022,4.0
Mint,Herb,9,9/2/2022,2.5
Chye Sim,Leafy Green,47,9/2/2022,3.5
Ruby Red Lettuce,Leafy Green,20,10/2/2022,4.0
Basil,Herb,12,11/2/2022,2.5
Chye Sim,Leafy Green,64,11/2/2022,3.5
Mizuna,Leafy Green,22,12/2/2022,3.8
Green Emerald Lettuce,Leafy Green,37,12/2/2022,4.0
Mizuna,Leafy Green,25,13/2/2022,3.8
Green Emerald Lettuce,Leafy Green,37,13/2/2022,4.0
Basil,Herb,12,13/2/2022,2.5
Chye Sim,Leafy Green,39,13/2/2022,3.5
Ruby Red Lettuce,Leafy Green,30,13/2/2022,4.0
Mint,Herb,8,14/2/2022,2.5
Green Emerald Lettuce,Leafy Green,36,15/2/2022,4.0
Mizuna,Leafy Green,21,15/2/2022,3.8
Chye Sim,Leafy Green,44,16/2/2022,3.5
Ruby Red Lettuce,Leafy Green,30,16/2/2022,4.0
Mizuna,Leafy Green,24,17/2/2022,3.8
Basil,Herb,7,17/2/2022,2.5
Chye Sim,Leafy Green,46,18/2/2022,3.5
Green Emerald Lettuce,Leafy Green,37,18/2/2022,4.0
Ruby Red Lettuce,Leafy Green,26,18/2/2022,4.0
Chye Sim,Leafy Green,41,19/2/2022,3.5
Mint,Herb,9,19/2/2022,2.5
Ruby Red Lettuce,Leafy Green,21,19/2/2022,4.0
Mizuna,Leafy Green,27,20/2/2022,3.8
Green Emerald Lettuce,Leafy Green,33,20/2/2022,4.0
Green Emerald Lettuce,Leafy Green,38,21/2/2022,4.0
Mizuna,Leafy Green,21,21/2/2022,3.8
Chye Sim,Leafy Green,55,21/2/2022,3.5
Ruby Red Lettuce,Leafy Green,23,21/2/2022,4.0
Mint,Herb,8,21/2/2022,2.5
Basil,Herb,12,22/2/2022,2.5
Mint,Herb,10,23/2/2022,2.5
Mizuna,Leafy Green,19,23/2/2022,3.8
Chye Sim,Leafy Green,52,23/2/2022,3.5
Ruby Red Lettuce,Leafy Green,26,23/2/2022,4.0
Basil,Herb,9,24/2/2022,2.5
Green Emerald Lettuce,Leafy Green,30,24/2/2022,4.0
Chye Sim,Leafy Green,52,25/2/2022,3.5
Ruby Red Lettuce,Leafy Green,19,26/2/2022,4.0
Basil,Herb,11,26/2/2022,2.5
Mizuna,Leafy Green,25,26/2/2022,3.8
Green Emerald Lettuce,Leafy Green,36,26/2/2022,4.0
Chye Sim,Leafy Green,46,27/2/2022,3.5
Green Emerald Lettuce,Leafy Green,46,27/2/2022,4.0
Ruby Red Lettuce,Leafy Green,25,27/2/2022,4.0
Mizuna,Leafy Green,26,28/2/2022,3.8
Mint,Herb,9,28/2/2022,2.5
Chye Sim,Leafy Green,35,1/3/2022,3.5
Mizuna,Leafy Green,16,1/3/2022,3.8
Green Emerald Lettuce,Leafy Green,26,2/3/2022,4.0
Ruby Red Lettuce,Leafy Green,20,2/3/2022,4.0
Mint,Herb,10,2/3/2022,2.5
Basil,Herb,11,3/3/2022,2.5
Green Emerald Lettuce,Leafy Green,48,5/3/2022,4.0
Mint,Herb,8,5/3/2022,2.5
Mizuna,Leafy Green,22,5/3/2022,3.8
Ruby Red Lettuce,Leafy Green,30,6/3/2022,4.0
Chye Sim,Leafy Green,51,6/3/2022,3.5
Mizuna,Leafy Green,19,7/3/2022,3.8
Ruby Red Lettuce,Leafy Green,37,7/3/2022,4.0
Green Emerald Lettuce,Leafy Green,34,7/3/2022,4.0
Basil,Herb,13,7/3/2022,2.5
Chye Sim,Leafy Green,37,8/3/2022,3.5
Basil,Herb,13,9/3/2022,2.5
Chye Sim,Leafy Green,53,10/3/2022,3.5
Ruby Red Lettuce,Leafy Green,26,10/3/2022,4.0
Mizuna,Leafy Green,30,10/3/2022,3.8
Mint,Herb,10,12/3/2022,2.5
Green Emerald Lettuce,Leafy Green,27,12/3/2022,4.0
Green Emerald Lettuce,Leafy Green,42,13/3/2022,4.0
Chye Sim,Leafy Green,51,13/3/2022,3.5
Ruby Red Lettuce,Leafy Green,24,13/3/2022,4.0
Mint,Herb,8,14/3/2022,2.5
Basil,Herb,12,15/3/2022,2.5
Mizuna,Leafy Green,21,15/3/2022,3.8
Ruby Red Lettuce,Leafy Green,27,16/3/2022,4.0
Green Emerald Lettuce,Leafy Green,50,16/3/2022,4.0
Chye Sim,Leafy Green,61,16/3/2022,3.5
Mizuna,Leafy Green,22,17/3/2022,3.8
Ruby Red Lettuce,Leafy Green,29,18/3/2022,4.0
Mizuna,Leafy Green,27,19/3/2022,3.8
Green Emerald Lettuce,Leafy Green,36,19/3/2022,4.0
Basil,Herb,11,19/3/2022,2.5
Chye Sim,Leafy Green,43,19/3/2022,3.5
Ruby Red Lettuce,Leafy Green,23,20/3/2022,4.0
Green Emerald Lettuce,Leafy Green,44,20/3/2022,4.0
Mint,Herb,11,20/3/2022,2.5
Chye Sim,Leafy Green,45,21/3/2022,3.5
Mizuna,Leafy Green,23,21/3/2022,3.8
Ruby Red Lettuce,Leafy Green,29,22/3/2022,4.0
Green Emerald Lettuce,Leafy Green,50,22/3/2022,4.0
Chye Sim,Leafy Green,40,22/3/2022,3.5
Mint,Herb,11,23/3/2022,2.5
Mizuna,Leafy Green,32,23/3/2022,3.8
Mizuna,Leafy Green,20,24/3/2022,3.8
Basil,Herb,12,24/3/2022,2.5
Green Emerald Lettuce,Leafy Green,49,24/3/2022,4.0
Ruby Red Lettuce,Leafy Green,30,24/3/2022,4.0
Chye Sim,Leafy Green,43,25/3/2022,3.5
Mizuna,Leafy Green,26,26/3/2022,3.8
Ruby Red Lettuce,Leafy Green,31,27/3/2022,4.0
Chye Sim,Leafy Green,47,27/3/2022,3.5
Green Emerald Lettuce,Leafy Green,50,27/3/2022,4.0
Basil,Herb,10,28/3/2022,2.5
Mint,Herb,7,28/3/2022,2.5
Ruby Red Lettuce,Leafy Green,26,28/3/2022,4.0
Mizuna,Leafy Green,21,28/3/2022,3.8
Green Emerald Lettuce,Leafy Green,40,28/3/2022,4.0
Chye Sim,Leafy Green,35,29/3/2022,3.5
Mint,Herb,9,29/3/2022,2.5
Mizuna,Leafy Green,20,30/3/2022,3.8
Basil,Herb,14,31/3/2022,2.5
Green Emerald Lettuce,Leafy Green,40,31/3/2022,4.0
Ruby Red Lettuce,Leafy Green,30,31/3/2022,4.0
Chye Sim,Leafy Green,39,31/3/2022,3.5
Mizuna,Leafy Green,19,1/4/2022,3.8
Mint,Herb,13,1/4/2022,2.5
Chye Sim,Leafy Green,48,2/4/2022,3.5
Basil,Herb,14,2/4/2022,2.5
Green Emerald Lettuce,Leafy Green,27,3/4/2022,4.0
Ruby Red Lettuce,Leafy Green,20,3/4/2022,4.0
Chye Sim,Leafy Green,49,4/4/2022,3.5
Ruby Red Lettuce,Leafy Green,23,4/4/2022,4.0
Mizuna,Leafy Green,21,6/4/2022,3.8
Green Emerald Lettuce,Leafy Green,38,6/4/2022,4.0
Basil,Herb,10,6/4/2022,2.5
Mint,Herb,11,6/4/2022,2.5
Ruby Red Lettuce,Leafy Green,29,7/4/2022,4.0
Green Emerald Lettuce,Leafy Green,38,8/4/2022,4.0
Mizuna,Leafy Green,26,8/4/2022,3.8
Chye Sim,Leafy Green,43,8/4/2022,3.5
Basil,Herb,13,9/4/2022,2.5
Ruby Red Lettuce,Leafy Green,30,10/4/2022,4.0
Mizuna,Leafy Green,22,10/4/2022,3.8
Green Emerald Lettuce,Leafy Green,34,12/4/2022,4.0
Mint,Herb,10,12/4/2022,2.5
Chye Sim,Leafy Green,43,12/4/2022,3.5
Mizuna,Leafy Green,26,13/4/2022,3.8
Ruby Red Lettuce,Leafy Green,22,13/4/2022,4.0
Green Emerald Lettuce,Leafy Green,41,13/4/2022,4.0
Basil,Herb,14,14/4/2022,2.5
Chye Sim,Leafy Green,45,15/4/2022,3.5
Green Emerald Lettuce,Leafy Green,41,16/4/2022,4.0
Chye Sim,Leafy Green,41,16/4/2022,3.5
Mint,Herb,15,16/4/2022,2.5
Mizuna,Leafy Green,25,17/4/2022,3.8
Ruby Red Lettuce,Leafy Green,34,17/4/2022,4.0
Basil,Herb,14,19/4/2022,2.5
Ruby Red Lettuce,Leafy Green,26,19/4/2022,4.0
Mizuna,Leafy Green,20,19/4/2022,3.8
Mint,Herb,8,20/4/2022,2.5
Green Emerald Lettuce,Leafy Green,42,20/4/2022,4.0
Chye Sim,Leafy Green,49,20/4/2022,3.5
Chye Sim,Leafy Green,48,21/4/2022,3.5
Green Emerald Lettuce,Leafy Green,40,22/4/2022,4.0
Basil,Herb,13,22/4/2022,2.5
Mizuna,Leafy Green,24,22/4/2022,3.8
Ruby Red Lettuce,Leafy Green,28,22/4/2022,4.0
Mint,Herb,12,22/4/2022,2.5
Green Emerald Lettuce,Leafy Green,47,23/4/2022,4.0
Ruby Red Lettuce,Leafy Green,38,23/4/2022,4.0
Mizuna,Leafy Green,20,23/4/2022,3.8
Chye Sim,Leafy Green,63,23/4/2022,3.5
Green Emerald Lettuce,Leafy Green,44,25/4/2022,4.0
Mizuna,Leafy Green,24,25/4/2022,3.8
Mint,Herb,13,26/4/2022,2.5
Ruby Red Lettuce,Leafy Green,36,26/4/2022,4.0
Chye Sim,Leafy Green,42,26/4/2022,3.5
Green Emerald Lettuce,Leafy Green,35,27/4/2022,4.0
Basil,Herb,18,27/4/2022,2.5
Mizuna,Leafy Green,7,28/4/2022,3.8
Ruby Red Lettuce,Leafy Green,8,28/4/2022,4.0
Chye Sim,Leafy Green,12,28/4/2022,3.5
Basil,Herb,3,28/4/2022,2.5
Mizuna,Leafy Green,10,29/4/2022,3.8
Green Emerald Lettuce,Leafy Green,24,29/4/2022,4.0
Ruby Red Lettuce,Leafy Green,12,29/4/2022,4.0
Chye Sim,Leafy Green,17,29/4/2022,3.5
Mint,Herb,4,29/4/2022,2.5
Chye Sim,Leafy Green,48,1/5/2022,3.5
Basil,Herb,12,1/5/2022,2.5
Ruby Red Lettuce,Leafy Green,23,1/5/2022,4.0
Green Emerald Lettuce,Leafy Green,26,2/5/2022,4.0
Mint,Herb,7,2/5/2022,2.5
Mizuna,Leafy Green,8,3/5/2022,3.8
Chye Sim,Leafy Green,14,4/5/2022,3.5
Green Emerald Lettuce,Leafy Green,47,5/5/2022,4.0
Mizuna,Leafy Green,20,5/5/2022,3.8
Ruby Red Lettuce,Leafy Green,26,6/5/2022,4.0
Mint,Herb,9,6/5/2022,2.5
Ruby Red Lettuce,Leafy Green,34,7/5/2022,4.0
Mizuna,Leafy Green,25,8/5/2022,3.8
Green Emerald Lettuce,Leafy Green,44,8/5/2022,4.0
Basil,Herb,19,8/5/2022,2.5
Basil,Herb,24,9/5/2022,2.5
Chye Sim,Leafy Green,53,9/5/2022,3.5
Mint,Herb,12,10/5/2022,2.5
Green Emerald Lettuce,Leafy Green,53,10/5/2022,4.0
Chye Sim,Leafy Green,53,11/5/2022,3.5
Ruby Red Lettuce,Leafy Green,32,11/5/2022,4.0
Mizuna,Leafy Green,22,11/5/2022,3.8
Chye Sim,Leafy Green,48,14/5/2022,3.5
Ruby Red Lettuce,Leafy Green,40,15/5/2022,4.0
Mint,Herb,11,15/5/2022,2.5
Green Emerald Lettuce,Leafy Green,42,15/5/2022,4.0
Mizuna,Leafy Green,18,15/5/2022,3.8
Chye Sim,Leafy Green,50,16/5/2022,3.5
Basil,Herb,24,16/5/2022,2.5
Green Emerald Lettuce,Leafy Green,48,16/5/2022,4.0
Basil,Herb,19,17/5/2022,2.5
Ruby Red Lettuce,Leafy Green,41,17/5/2022,4.0
Mizuna,Leafy Green,20,17/5/2022,3.8
Green Emerald Lettuce,Leafy Green,45,18/5/2022,4.0
Mizuna,Leafy Green,18,19/5/2022,3.8
Ruby Red Lettuce,Leafy Green,39,19/5/2022,4.0
Chye Sim,Leafy Green,56,19/5/2022,3.5
Mint,Herb,8,20/5/2022,2.5
Green Emerald Lettuce,Leafy Green,47,20/5/2022,4.0
Chye Sim,Leafy Green,35,21/5/2022,3.5
Mizuna,Leafy Green,23,21/5/2022,3.8
Ruby Red Lettuce,Leafy Green,30,21/5/2022,4.0
Mint,Herb,13,22/5/2022,2.5
Green Emerald Lettuce,Leafy Green,50,22/5/2022,4.0
Mizuna,Leafy Green,22,22/5/2022,3.8
Ruby Red Lettuce,Leafy Green,32,22/5/2022,4.0
Chye Sim,Leafy Green,64,23/5/2022,3.5
Chye Sim,Leafy Green,35,24/5/2022,3.5
Basil,Herb,18,24/5/2022,2.5
Mizuna,Leafy Green,18,24/5/2022,3.8
Basil,Herb,12,25/5/2022,2.5
Ruby Red Lettuce,Leafy Green,24,25/5/2022,4.0
Green Emerald Lettuce,Leafy Green,45,25/5/2022,4.0
Mizuna,Leafy Green,19,26/5/2022,3.8
Ruby Red Lettuce,Leafy Green,30,26/5/2022,4.0
Chye Sim,Leafy Green,63,26/5/2022,3.5
Green Emerald Lettuce,Leafy Green,48,27/5/2022,4.0
Mint,Herb,9,28/5/2022,2.5
Chye Sim,Leafy Green,54,28/5/2022,3.5
Green Emerald Lettuce,Leafy Green,49,28/5/2022,4.0
Mizuna,Leafy Green,15,29/5/2022,3.8
Ruby Red Lettuce,Leafy Green,36,29/5/2022,4.0
Chye Sim,Leafy Green,44,30/5/2022,3.5
Ruby Red Lettuce,Leafy Green,43,30/5/2022,4.0
Green Emerald Lettuce,Leafy Green,43,30/5/2022,4.0
Mint,Herb,12,31/5/2022,2.5
Basil,Herb,15,31/5/2022,2.5
Mizuna,Leafy Green,15,31/5/2022,3.8
Mizuna,Leafy Green,19,1/6/2022,3.8
Mint,Herb,11,1/6/2022,2.5
Ruby Red Lettuce,Leafy Green,37,1/6/2022,4.0
Chye Sim,Leafy Green,77,2/6/2022,3.5
Green Emerald Lettuce,Leafy Green,52,2/6/2022,4.0
Basil,Herb,20,3/6/2022,2.5
Green Emerald Lettuce,Leafy Green,40,4/6/2022,4.0
Ruby Red Lettuce,Leafy Green,38,5/6/2022,4.0
Chye Sim,Leafy Green,47,6/6/2022,3.5
Mizuna,Leafy Green,17,6/6/2022,3.8
Green Emerald Lettuce,Leafy Green,31,7/6/2022,4.0
Mizuna,Leafy Green,21,7/6/2022,3.8
Mint,Herb,10,8/6/2022,2.5
Basil,Herb,18,8/6/2022,2.5
Ruby Red Lettuce,Leafy Green,42,9/6/2022,4.0
Chye Sim,Leafy Green,35,9/6/2022,3.5
Mint,Herb,11,9/6/2022,2.5
Green Emerald Lettuce,Leafy Green,49,10/6/2022,4.0
Basil,Herb,19,11/6/2022,2.5
Chye Sim,Leafy Green,57,11/6/2022,3.5
Mizuna,Leafy Green,19,12/6/2022,3.8
Ruby Red Lettuce,Leafy Green,37,12/6/2022,4.0
Green Emerald Lettuce,Leafy Green,40,14/6/2022,4.0
Ruby Red Lettuce,Leafy Green,34,14/6/2022,4.0
Mizuna,Leafy Green,20,15/6/2022,3.8
Chye Sim,Leafy Green,69,15/6/2022,3.5
Ruby Red Lettuce,Leafy Green,30,16/6/2022,4.0
Basil,Herb,20,16/6/2022,2.5
Mizuna,Leafy Green,16,16/6/2022,3.8
Mint,Herb,13,16/6/2022,2.5
Chye Sim,Leafy Green,74,18/6/2022,3.5
Green Emerald Lettuce,Leafy Green,42,18/6/2022,4.0
Mint,Herb,14,19/6/2022,2.5
Chye Sim,Leafy Green,43,19/6/2022,3.5
Green Emerald Lettuce,Leafy Green,41,20/6/2022,4.0
Ruby Red Lettuce,Leafy Green,36,20/6/2022,4.0
Mizuna,Leafy Green,18,20/6/2022,3.8
Basil,Herb,20,20/6/2022,2.5
Basil,Herb,24,21/6/2022,2.5
Chye Sim,Leafy Green,53,21/6/2022,3.5
Green Emerald Lettuce,Leafy Green,48,22/6/2022,4.0
Mint,Herb,14,22/6/2022,2.5
Ruby Red Lettuce,Leafy Green,34,22/6/2022,4.0
Mizuna,Leafy Green,15,22/6/2022,3.8
Green Emerald Lettuce,Leafy Green,28,23/6/2022,4.0
Mizuna,Leafy Green,18,23/6/2022,3.8
Ruby Red Lettuce,Leafy Green,43,24/6/2022,4.0
Chye Sim,Leafy Green,55,24/6/2022,3.5
Chye Sim,Leafy Green,49,25/6/2022,3.5
Green Emerald Lettuce,Leafy Green,61,25/6/2022,4.0
Ruby Red Lettuce,Leafy Green,33,26/6/2022,4.0
Mizuna,Leafy Green,21,26/6/2022,3.8
Basil,Herb,17,27/6/2022,2.5
Green Emerald Lettuce,Leafy Green,48,27/6/2022,4.0
Ruby Red Lettuce,Leafy Green,37,27/6/2022,4.0
Mint,Herb,14,27/6/2022,2.5
Mizuna,Leafy Green,20,28/6/2022,3.8
Basil,Herb,21,28/6/2022,2.5
Chye Sim,Leafy Green,72,28/6/2022,3.5
Mint,Herb,12,28/6/2022,2.5
Green Emerald Lettuce,Leafy Green,44,29/6/2022,4.0
Chye Sim,Leafy Green,43,29/6/2022,3.5
Ruby Red Lettuce,Leafy Green,35,30/6/2022,4.0
Mizuna,Leafy Green,10,30/6/2022,3.8
Mint,Herb,13,1/7/2022,2.5
Green Emerald Lettuce,Leafy Green,41,2/7/2022,4.0
Mizuna,Leafy Green,20,2/7/2022,3.8
Ruby Red Lettuce,Leafy Green,34,2/7/2022,4.0
Chye Sim,Leafy Green,50,2/7/2022,3.5
Basil,Herb,17,4/7/2022,2.5
Mizuna,Leafy Green,16,4/7/2022,3.8
Green Emerald Lettuce,Leafy Green,40,6/7/2022,4.0
Ruby Red Lettuce,Leafy Green,29,6/7/2022,4.0
Chye Sim,Leafy Green,59,6/7/2022,3.5
Mizuna,Leafy Green,15,7/7/2022,3.8
Ruby Red Lettuce,Leafy Green,28,7/7/2022,4.0
Basil,Herb,18,8/7/2022,2.5
Green Emerald Lettuce,Leafy Green,41,8/7/2022,4.0
Mint,Herb,13,8/7/2022,2.5
Chye Sim,Leafy Green,62,9/7/2022,3.5
Basil,Herb,18,9/7/2022,2.5
Mint,Herb,15,9/7/2022,2.5
Chye Sim,Leafy Green,63,10/7/2022,3.5
Mizuna,Leafy Green,16,12/7/2022,3.8
Ruby Red Lettuce,Leafy Green,21,12/7/2022,4.0
Green Emerald Lettuce,Leafy Green,28,12/7/2022,4.0
Mint,Herb,10,13/7/2022,2.5
Ruby Red Lettuce,Leafy Green,36,14/7/2022,4.0
Basil,Herb,30,15/7/2022,2.5
Chye Sim,Leafy Green,70,15/7/2022,3.5
Mizuna,Leafy Green,13,15/7/2022,3.8
Green Emerald Lettuce,Leafy Green,43,15/7/2022,4.0
Mizuna,Leafy Green,16,16/7/2022,3.8
Ruby Red Lettuce,Leafy Green,31,16/7/2022,4.0
Basil,Herb,15,17/7/2022,2.5
Chye Sim,Leafy Green,71,17/7/2022,3.5
Green Emerald Lettuce,Leafy Green,29,17/7/2022,4.0
Ruby Red Lettuce,Leafy Green,30,18/7/2022,4.0
Mint,Herb,6,18/7/2022,2.5
Chye Sim,Leafy Green,63,18/7/2022,3.5
Mizuna,Leafy Green,17,19/7/2022,3.8
Green Emerald Lettuce,Leafy Green,36,19/7/2022,4.0
Ruby Red Lettuce,Leafy Green,36,20/7/2022,4.0
Mizuna,Leafy Green,20,20/7/2022,3.8
Chye Sim,Leafy Green,76,20/7/2022,3.5
Green Emerald Lettuce,Leafy Green,43,21/7/2022,4.0
Ruby Red Lettuce,Leafy Green,35,22/7/2022,4.0
Chye Sim,Leafy Green,59,22/7/2022,3.5
Mizuna,Leafy Green,22,22/7/2022,3.8
Basil,Herb,23,22/7/2022,2.5
Green Emerald Lettuce,Leafy Green,47,23/7/2022,4.0
Mint,Herb,12,23/7/2022,2.5
Chye Sim,Leafy Green,47,24/7/2022,3.5
Green Emerald Lettuce,Leafy Green,29,24/7/2022,4.0
Ruby Red Lettuce,Leafy Green,23,24/7/2022,4.0
Mizuna,Leafy Green,18,25/7/2022,3.8
Chye Sim,Leafy Green,59,26/7/2022,3.5
Mizuna,Leafy Green,15,26/7/2022,3.8
Green Emerald Lettuce,Leafy Green,21,26/7/2022,4.0
Ruby Red Lettuce,Leafy Green,28,26/7/2022,4.0
Mint,Herb,10,27/7/2022,2.5
Mizuna,Leafy Green,17,28/7/2022,3.8
Basil,Herb,19,28/7/2022,2.5
